byte_offset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
5120,11,8,24,12,15,13,12,8,18,7,5,5,5,1,4,2,10,3,13,1,6,11,4,2,12,4,2,1,2,2,5,4,16,1,6,1,7,10,2,2,0,0,2,6,4,4,1,1,20,5,2,2,1,0,0,0,2,5,1,1,7,1,0,0,15,2,1,0,11,2,0,3,1,0,1,1,0,4,2,2,7,8,1,3,8,1,0,4,1,0,0,0,7,0,3,3,13,4,1,6,9,2,0,2,0,1,0,0,2,0,0,1,8,0,0,1,11,20,0,2,31,7,15,2,1,3,0,1,19,0,29,14,0,12,1,0,2,0,0,0,4,0,0,2,24,0,1,0,4,9,0,0,0,1,2,1,0,0,0,0,9,2,2,0,1,0,0,2,2,0,1,1,0,0,1,0,0,1,0,0,1,16,0,1,3,2,0,0,0,0,3,19,0,4,5,10,0,0,0,0,0,1,1,0,0,0,0,0,9,1,9,1,0,2,2,0,0,2,0,0,0,0,4,0,33,12,23,1,19,16,0,4,0,0,3,11,0,0,0,1,32,0,13,0,1,13,3,3,0,1,9,4,1,0,2,0
5376,14,13,24,14,15,14,9,9,17,7,5,4,5,3,2,1,9,1,19,1,3,4,5,2,11,6,3,2,2,2,4,5,15,4,11,1,8,8,2,2,0,2,2,6,3,3,2,1,13,2,2,2,1,1,0,0,3,10,0,1,8,1,0,0,13,2,2,1,5,1,1,1,1,0,1,1,0,1,0,2,8,8,3,2,6,1,0,5,1,0,0,0,7,0,3,3,14,1,1,11,7,2,0,2,0,0,0,0,1,0,0,1,8,0,0,1,8,24,0,2,38,10,13,2,2,3,0,0,17,0,29,16,1,18,1,0,2,0,0,0,4,0,0,0,16,0,1,1,3,8,0,0,0,0,1,1,0,0,0,0,12,2,1,0,1,0,0,2,3,0,2,0,0,0,1,0,0,1,0,0,1,15,0,1,3,2,0,0,0,0,1,11,0,4,6,8,1,2,0,0,0,1,1,0,0,0,0,0,9,1,10,1,0,2,1,0,0,2,1,0,0,0,2,0,28,14,29,3,15,12,0,5,0,0,4,11,0,0,0,2,31,0,17,1,2,20,4,2,0,0,8,4,2,0,1,0
5632,10,17,25,14,16,19,11,7,21,5,6,3,5,2,0,3,11,1,18,4,4,7,5,4,10,6,6,1,4,2,3,5,22,6,11,0,9,9,1,3,2,2,4,1,0,0,1,0,13,2,1,1,2,2,0,3,2,13,0,1,4,1,0,0,10,1,3,1,5,4,3,0,1,0,1,1,0,0,0,2,7,7,3,1,6,0,0,5,0,0,1,0,7,0,1,2,10,2,0,14,6,2,1,2,0,0,0,0,0,0,0,1,8,0,0,1,17,24,0,2,41,10,13,0,2,3,0,0,15,0,25,10,2,19,1,0,2,0,1,0,4,0,0,0,19,0,1,1,3,8,0,0,0,1,0,0,0,0,0,0,12,2,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,2,4,0,0,3,2,0,0,0,0,0,16,0,5,14,8,1,2,0,0,0,0,1,0,0,0,0,0,3,0,10,2,0,2,1,0,0,2,1,0,0,0,1,0,22,14,36,3,12,8,0,4,0,0,5,5,0,0,1,1,38,0,18,1,3,20,2,3,0,0,6,3,2,0,1,1
5888,9,18,18,15,16,23,11,10,19,5,4,2,5,2,0,3,5,1,16,5,5,6,2,2,6,6,6,1,3,3,2,3,24,6,14,3,12,11,2,5,3,2,5,1,0,0,1,0,18,2,6,2,2,2,1,3,3,12,5,1,3,1,0,0,12,2,3,6,3,4,3,0,0,0,1,1,0,0,0,1,6,5,2,1,6,0,0,4,1,0,2,1,4,0,3,4,6,2,0,13,3,1,1,1,0,0,0,0,0,0,0,0,5,0,0,0,17,25,0,0,42,6,11,0,2,0,0,1,11,0,32,11,2,22,1,0,2,0,1,0,4,0,0,0,23,0,1,1,3,4,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,4,0,0,2,3,0,0,0,0,0,20,0,4,11,5,1,2,0,0,0,0,0,0,0,0,0,0,2,1,8,2,0,0,1,0,0,1,1,0,0,0,0,0,19,11,38,3,11,14,2,2,0,0,6,4,0,0,1,1,52,0,14,1,3,25,1,3,2,2,4,3,2,0,1,1
6144,9,17,27,18,15,26,14,11,17,3,6,3,4,2,0,4,3,2,16,5,3,7,3,3,4,5,5,7,5,3,6,7,27,9,12,3,8,7,2,5,4,3,4,1,0,1,2,0,21,3,6,2,2,2,2,3,3,13,5,1,3,1,1,0,10,2,3,7,4,4,3,0,0,0,0,0,0,0,0,0,4,0,2,1,3,0,0,1,1,0,2,1,0,0,3,4,4,3,0,12,1,0,1,0,0,0,1,0,0,0,0,0,4,0,0,3,19,32,0,0,35,6,7,0,2,0,0,1,13,1,35,11,4,20,1,0,1,0,3,0,0,0,0,0,24,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,6,0,0,2,3,0,0,0,0,0,20,0,1,12,2,1,2,0,1,0,0,0,0,0,0,0,0,3,1,7,4,0,0,0,0,1,0,1,0,0,0,1,0,20,9,30,2,11,13,2,3,0,2,6,3,0,0,1,1,53,0,20,1,3,21,1,2,2,2,4,3,1,0,1,1
6400,5,12,27,20,15,25,14,8,17,4,6,3,4,2,1,4,4,4,28,4,4,7,1,3,6,2,3,6,5,6,9,7,29,6,8,3,7,7,2,5,6,4,3,3,1,7,1,1,22,5,6,2,3,1,3,3,3,12,8,1,1,7,1,2,8,1,1,6,4,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,1,2,1,0,2,2,2,8,6,0,6,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,3,22,35,0,0,30,6,6,0,2,0,1,1,15,2,37,17,3,18,1,0,3,1,4,0,1,1,0,0,20,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,6,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,2,3,0,1,0,0,1,17,0,1,12,2,0,0,0,1,0,1,0,0,0,0,0,0,5,1,5,5,0,1,0,0,1,0,0,0,0,1,1,0,28,9,30,2,11,14,4,2,1,2,3,1,0,0,1,0,42,0,20,1,4,14,0,2,2,2,3,1,0,0,0,1
6656,5,5,30,19,16,20,7,8,17,4,3,4,3,2,2,2,8,4,39,1,4,4,1,1,6,0,0,7,4,7,12,7,27,4,6,3,7,5,2,3,6,6,1,6,3,13,1,2,23,6,5,3,3,0,4,0,3,16,12,3,1,13,1,2,7,1,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,3,1,0,2,2,2,10,4,0,2,1,0,0,0,0,1,1,0,0,0,1,0,4,2,0,3,12,38,1,0,28,8,9,1,3,0,1,1,14,3,41,22,2,24,0,0,3,2,3,0,4,1,0,0,11,0,0,0,5,0,0,0,0,0,3,0,0,1,0,0,6,0,1,0,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,3,0,2,0,0,1,8,1,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,7,4,0,4,0,0,1,0,0,0,0,1,1,1,32,10,27,4,12,15,5,4,2,2,2,1,0,0,0,1,31,0,22,1,3,14,3,1,2,4,2,1,0,0,2,1
6912,9,3,32,16,12,14,8,4,10,4,3,4,4,2,2,1,7,6,55,1,3,5,1,3,7,0,0,7,4,6,16,9,27,3,3,2,2,2,2,1,9,8,1,6,5,15,2,2,20,5,0,1,4,1,3,0,2,21,8,3,1,15,1,2,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,2,0,0,11,7,0,3,1,0,0,0,0,1,1,0,0,0,2,0,6,3,0,3,11,46,2,2,26,10,14,1,4,0,1,0,13,5,45,24,5,29,0,0,5,3,4,0,8,1,0,0,4,0,1,0,5,0,0,0,0,0,3,0,0,1,0,0,9,1,4,2,3,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,1,0,2,0,0,1,0,1,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,7,5,0,5,0,0,1,1,0,0,0,1,1,1,40,16,19,5,11,9,3,5,3,3,1,1,0,0,0,1,20,0,22,1,4,6,3,0,2,4,3,1,0,0,2,2
7168,12,3,25,15,11,12,4,2,8,3,1,6,3,2,3,0,15,6,64,1,4,4,0,2,5,0,0,1,3,4,11,5,35,0,2,2,3,2,1,1,11,7,5,9,8,18,3,2,21,5,0,1,5,1,2,0,2,20,10,3,1,17,0,3,1,0,1,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,2,0,0,16,12,0,4,0,0,0,0,0,1,0,0,0,0,3,0,6,3,2,0,13,46,2,2,21,10,13,3,4,0,2,0,6,5,44,24,3,33,0,0,4,3,2,0,8,1,0,0,2,2,1,0,4,0,1,0,1,0,3,0,0,0,0,0,11,1,5,2,0,0,3,2,0,1,1,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,2,0,0,2,0,1,0,9,2,0,0,0,1,0,2,0,0,0,0,0,1,2,0,8,4,0,6,0,0,1,1,4,1,0,1,0,1,38,16,16,8,6,10,4,4,5,1,2,0,0,0,0,1,20,0,14,1,3,8,3,0,3,4,5,1,0,0,2,2
7424,12,3,29,17,13,10,4,4,8,5,0,5,3,1,3,1,17,4,68,3,3,5,0,2,5,0,0,3,6,1,8,7,33,1,2,2,3,2,1,1,13,4,8,10,10,18,4,1,26,3,1,1,4,1,1,1,2,18,11,3,0,16,0,2,3,0,1,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,13,9,0,4,0,0,2,0,0,1,1,0,0,0,4,0,5,2,2,0,14,52,2,2,23,10,16,3,5,0,2,0,3,4,44,18,3,31,0,0,2,2,1,0,8,0,0,0,3,2,1,0,4,0,1,0,1,0,3,0,0,0,0,0,10,1,5,2,0,0,3,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,9,3,0,0,0,1,1,2,0,0,0,0,0,2,0,0,5,2,0,8,1,2,2,1,5,3,0,0,0,1,28,18,14,8,5,7,5,3,5,3,3,0,0,0,0,1,23,0,10,0,1,10,3,2,3,4,8,1,0,0,2,2
7680,10,2,29,19,12,9,7,3,3,7,0,4,3,5,5,1,11,5,84,3,2,4,0,2,10,0,0,8,6,0,5,9,44,6,2,2,2,2,1,1,18,2,13,7,8,19,8,0,24,3,5,0,3,1,0,1,1,16,7,1,0,14,0,2,3,0,1,0,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,9,0,4,0,0,2,0,0,0,1,0,0,0,3,0,2,1,2,0,16,60,1,2,24,7,12,2,8,0,2,0,6,4,39,17,3,27,0,0,4,1,2,0,7,0,0,0,7,2,1,0,3,0,2,0,1,0,1,0,0,0,0,0,7,1,4,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,6,3,0,0,0,1,1,6,0,0,0,0,0,3,0,0,3,2,0,6,1,2,4,1,5,4,0,0,2,0,32,21,11,10,2,4,6,3,4,5,2,0,0,0,0,0,18,0,5,0,1,8,0,2,3,2,8,1,0,0,1,1
7936,11,3,35,25,13,12,7,3,3,6,0,6,2,6,5,1,18,5,82,2,1,3,0,0,10,2,1,11,5,1,1,6,46,9,2,0,1,2,0,0,18,0,17,10,7,19,7,0,26,2,6,0,2,0,1,3,1,13,8,0,0,13,0,3,5,0,0,0,2,4,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,6,0,1,1,0,2,0,0,0,1,0,0,0,4,0,0,0,4,0,16,60,0,0,22,4,12,2,8,0,3,0,8,3,33,21,0,22,0,0,3,0,1,0,4,0,0,0,6,2,0,1,4,0,2,0,2,1,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,3,1,0,1,0,0,0,0,0,2,2,0,0,1,10,4,0,1,0,1,1,6,0,0,0,0,3,3,0,0,7,5,0,6,1,2,5,0,9,4,0,0,2,0,24,17,10,11,2,5,7,2,3,4,3,0,0,0,0,0,16,0,3,0,0,8,0,2,2,1,7,2,0,1,1,0
8192,9,3,35,23,18,15,6,4,6,9,0,4,3,7,4,2,10,4,86,2,1,4,0,0,10,2,1,17,4,1,0,6,37,11,3,0,1,2,1,1,16,2,14,9,4,20,5,1,31,1,7,2,5,3,1,3,2,16,6,1,0,12,1,2,5,0,0,0,3,2,1,1,5,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,1,1,16,1,0,2,1,0,2,0,1,1,2,1,0,0,5,0,0,0,2,0,12,61,0,1,21,10,17,2,8,1,3,0,11,2,34,22,1,19,0,0,3,1,1,0,5,0,0,0,5,0,0,1,3,0,1,0,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,1,0,2,0,0,0,1,0,2,1,0,0,1,7,3,0,1,0,0,1,5,0,0,1,0,3,2,0,0,7,5,0,7,1,2,4,0,7,3,0,0,2,0,21,16,11,8,4,6,6,3,1,4,3,0,0,0,0,0,12,0,1,1,0,8,0,2,1,3,4,2,0,1,1,0
8448,9,4,35,22,20,13,5,3,7,7,0,4,2,6,4,2,7,4,85,0,2,4,0,1,9,2,1,15,1,2,0,3,31,10,5,0,6,7,1,1,15,4,13,11,2,20,4,1,24,1,6,7,5,3,1,3,2,17,2,1,0,12,1,1,3,4,0,0,3,2,1,1,5,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,2,1,1,15,1,0,4,1,1,0,0,1,1,1,1,0,0,6,0,6,2,2,1,19,58,0,2,25,12,19,2,7,1,4,0,11,2,31,20,1,21,0,0,3,1,1,0,4,0,0,0,7,0,0,1,2,0,1,0,1,1,6,0,1,0,0,0,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,1,0,2,0,0,0,3,0,2,1,0,0,1,5,3,0,1,0,0,1,4,0,0,1,0,3,1,0,0,7,5,0,6,1,0,3,0,7,1,0,0,3,0,20,16,11,6,6,5,3,4,0,3,3,1,0,1,0,0,13,0,1,1,0,7,0,1,1,3,1,2,0,1,1,2
8704,10,6,31,23,23,13,1,3,9,4,0,4,2,3,1,2,9,2,73,0,2,4,0,1,4,3,1,9,1,2,0,3,18,5,7,1,6,11,2,1,10,6,9,13,2,16,0,1,19,1,2,10,5,3,3,3,2,15,5,1,0,10,2,1,5,6,0,0,2,1,1,1,2,2,0,0,1,3,0,0,2,0,1,0,6,0,0,2,1,0,0,1,0,3,1,2,12,2,1,6,2,1,0,0,1,1,1,1,0,1,7,0,12,2,2,1,25,53,0,4,32,15,23,2,4,1,6,0,11,3,35,18,2,22,0,0,2,1,1,0,4,0,0,0,5,0,0,1,4,0,0,0,1,1,8,0,1,0,0,0,9,0,0,1,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,7,2,0,2,0,0,1,4,0,0,0,0,0,1,6,4,0,1,0,0,1,0,0,0,1,1,3,0,0,0,5,6,0,8,1,0,1,0,7,0,0,0,1,0,18,16,13,2,8,8,1,3,0,1,5,1,0,3,0,0,19,0,5,1,0,10,0,1,1,3,1,2,0,1,0,2
8960,9,7,30,19,21,11,0,4,10,4,2,6,2,2,3,2,2,0,69,1,5,4,0,1,5,1,1,6,1,1,0,3,16,5,8,1,8,11,3,2,8,6,5,10,3,15,0,1,17,2,3,17,8,4,6,2,2,14,4,1,0,10,2,0,6,6,1,0,3,0,0,0,1,2,0,0,1,5,0,0,2,0,1,0,6,0,0,2,1,0,1,1,3,3,1,2,8,2,1,12,5,1,0,0,1,1,1,1,0,1,5,2,12,2,1,2,32,52,0,4,29,16,19,2,8,2,9,0,8,2,27,10,2,22,0,0,1,1,1,0,4,0,0,1,14,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,13,0,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,4,1,0,2,0,0,1,4,0,0,0,6,0,0,2,5,0,0,0,0,1,0,0,0,1,1,0,0,0,3,4,2,0,7,1,1,0,0,3,0,0,0,1,0,23,15,11,2,9,13,2,3,1,1,4,1,0,3,0,0,22,0,8,1,0,14,0,1,0,3,0,1,0,1,0,3
9216,22,9,31,21,21,6,0,6,7,1,3,7,0,1,3,1,2,0,68,1,5,8,0,1,6,1,1,0,1,1,0,2,16,3,9,1,7,12,3,1,10,5,6,10,3,11,0,0,10,3,2,15,4,2,6,3,1,12,5,0,0,11,6,0,6,6,1,0,1,0,0,0,0,0,0,0,1,5,0,0,3,0,1,0,5,0,0,2,1,0,2,1,3,1,1,2,10,1,1,10,5,2,0,0,1,0,1,0,0,1,4,2,13,3,3,3,34,46,1,3,33,14,18,2,7,1,8,1,6,2,22,8,2,25,0,0,1,0,1,0,4,0,0,2,15,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,17,2,3,0,1,0,1,0,2,0,2,0,0,0,2,1,0,0,1,0,5,1,0,1,0,0,1,4,1,0,0,7,1,1,2,4,0,0,0,1,1,0,0,0,0,1,0,0,0,3,3,2,0,5,3,1,0,0,1,1,0,0,2,1,22,19,14,2,9,12,2,2,1,1,3,1,0,4,0,0,21,0,7,0,2,15,0,1,0,1,0,5,1,2,0,4
9472,22,11,29,20,22,8,1,5,8,0,3,8,0,1,3,0,3,0,65,2,4,8,0,0,5,1,2,0,1,0,0,2,15,3,9,2,3,8,3,2,10,5,6,8,4,7,0,0,12,3,2,11,5,2,6,2,0,13,7,0,3,13,7,0,6,3,2,0,4,0,0,0,1,0,0,0,1,5,0,0,4,0,1,0,5,0,0,2,1,0,6,0,3,1,1,2,11,1,1,8,5,1,0,1,1,0,1,0,0,1,4,2,8,1,4,3,31,42,1,2,31,12,20,3,8,1,6,1,15,2,23,7,2,23,0,0,1,0,1,0,5,0,0,2,12,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,19,3,5,0,0,0,1,0,4,0,2,0,0,0,2,1,0,0,2,0,4,1,0,0,1,0,1,4,3,0,0,7,1,1,2,5,0,0,0,1,4,0,0,0,0,1,0,0,0,3,3,2,0,4,2,1,0,0,1,2,1,0,1,1,24,18,14,2,8,12,2,1,1,1,3,1,1,4,1,0,22,0,10,0,3,14,0,0,1,1,0,6,3,2,0,3
9728,24,14,40,19,20,8,1,5,9,0,3,7,0,0,3,0,2,0,55,3,4,7,0,0,9,0,2,1,0,0,1,2,12,3,12,2,4,4,2,2,13,4,5,12,8,7,0,0,17,3,2,8,5,2,4,2,6,15,6,2,8,17,6,0,6,2,2,0,7,0,0,0,2,0,0,1,0,2,0,0,4,0,0,0,4,0,0,0,0,0,6,0,3,0,1,1,8,0,0,6,4,1,0,1,1,0,1,0,0,0,3,2,2,2,4,3,23,61,1,0,24,12,17,4,11,1,4,2,14,0,38,7,1,20,0,0,0,0,0,0,3,0,0,2,10,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,16,3,5,0,0,0,1,0,4,0,2,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,3,3,0,0,7,1,1,1,5,0,0,0,1,9,0,0,0,0,0,0,0,0,3,3,1,0,1,2,1,0,1,1,2,1,0,1,1,24,14,11,2,10,10,2,0,2,3,2,1,1,2,1,0,33,0,6,0,3,19,0,0,2,1,0,6,3,2,0,3
9984,21,19,38,19,22,13,2,5,10,0,1,3,1,2,1,2,3,0,48,4,1,7,0,0,10,1,1,1,0,0,1,3,12,0,18,4,6,3,1,1,11,6,5,20,11,7,1,0,21,3,1,3,2,1,1,1,8,16,7,2,9,17,7,2,4,3,2,1,8,0,0,0,2,0,0,1,0,0,0,0,3,0,0,1,9,0,0,0,0,1,5,0,0,0,1,1,9,0,0,0,2,1,0,1,1,0,1,0,0,0,3,0,3,3,3,2,15,56,1,0,23,13,17,6,8,0,0,4,14,0,49,8,1,17,0,0,0,0,0,0,2,0,0,2,10,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,13,3,5,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,2,0,3,2,0,0,1,0,0,3,3,0,0,3,3,1,2,5,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,2,2,2,1,0,1,2,23,12,16,1,13,6,0,1,1,3,3,1,1,2,1,0,38,0,3,0,4,25,0,0,2,1,1,6,3,1,5,2
10240,10,18,35,19,18,16,2,2,9,3,2,1,2,2,1,2,3,1,35,13,0,4,0,0,10,2,1,1,1,1,1,3,9,1,21,5,7,1,0,1,9,6,3,25,16,9,1,0,22,4,1,3,3,0,1,0,11,18,6,3,11,16,2,3,4,4,2,1,9,4,0,0,2,0,0,1,0,0,0,0,3,0,1,1,13,0,0,0,0,2,4,1,0,0,0,0,10,0,0,2,3,0,0,1,0,0,0,0,0,0,2,0,8,2,1,1,15,62,0,0,19,10,15,4,8,0,0,3,15,0,57,8,0,17,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,13,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,2,2,0,0,2,2,0,1,9,0,0,0,0,12,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,2,3,1,1,0,0,1,28,9,11,2,13,18,0,1,1,3,3,1,1,1,1,0,41,0,4,2,2,22,1,0,4,2,2,2,4,0,6,3
10496,11,16,35,18,14,15,1,2,11,7,2,1,3,2,0,6,3,2,27,15,0,4,0,0,10,3,0,1,3,1,1,4,13,2,19,5,8,5,0,0,6,6,2,21,17,10,1,0,24,4,1,2,3,0,1,0,13,18,4,3,8,10,1,3,7,3,1,1,7,6,0,0,1,1,0,1,0,0,0,0,1,0,1,1,17,0,0,0,1,2,0,1,0,1,0,0,7,1,0,3,3,0,0,0,0,1,1,0,0,1,0,1,9,2,0,2,12,58,0,0,14,12,12,3,6,0,1,3,24,4,56,10,0,17,0,0,1,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,13,2,0,0,0,0,0,0,0,0,0,3,2,0,3,7,0,0,0,0,9,1,0,0,0,0,0,2,0,0,3,1,0,0,0,0,2,2,2,0,0,0,0,1,30,12,7,3,14,20,1,2,1,2,2,1,2,0,0,1,39,0,1,2,1,20,2,0,3,2,4,3,4,0,8,2
10752,9,14,27,17,14,25,10,2,9,8,2,1,3,2,1,6,5,2,26,14,1,6,0,0,7,3,0,1,3,1,1,3,17,3,21,5,7,7,0,0,2,5,2,16,14,8,1,0,23,3,1,2,3,0,1,0,7,19,4,1,3,5,2,4,6,2,2,2,5,6,1,0,0,1,0,0,0,0,0,0,1,2,1,1,15,0,0,0,1,2,0,1,0,2,0,0,9,1,0,3,3,1,1,0,0,1,1,0,0,1,1,1,11,3,0,2,13,40,0,0,13,13,12,2,2,0,3,2,22,4,52,14,0,21,0,0,1,1,0,0,0,0,0,1,13,0,0,0,1,0,0,0,1,1,7,1,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,3,0,0,13,2,0,0,0,0,0,0,0,0,0,3,10,0,5,6,0,0,0,0,4,1,0,0,0,0,0,2,10,0,4,2,0,2,0,0,3,1,2,0,1,0,0,1,43,12,9,4,13,21,2,4,2,1,1,3,2,0,0,1,30,0,3,2,1,15,2,0,2,2,4,3,4,0,8,2
11008,9,12,25,17,19,20,11,5,17,9,6,2,3,0,1,7,6,3,28,14,1,7,1,1,5,2,0,1,4,2,1,3,27,4,19,4,3,7,0,0,2,5,1,9,9,7,1,3,23,4,2,0,2,0,1,0,6,17,2,2,2,4,1,3,6,1,1,1,5,10,1,0,1,1,4,0,0,3,0,0,1,2,1,0,15,0,1,0,1,1,0,1,0,4,1,0,12,1,1,4,2,1,2,0,1,2,2,0,0,2,1,1,15,7,0,2,16,37,0,0,12,21,11,0,1,0,4,5,27,4,44,13,0,20,0,0,1,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1,9,1,0,0,0,1,8,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,9,0,0,16,0,0,0,0,0,1,0,0,0,0,1,8,0,4,4,0,0,0,0,3,1,0,0,0,0,0,2,10,0,3,2,0,3,0,0,4,0,1,0,1,0,0,0,40,12,7,3,9,21,3,5,4,1,2,5,4,0,0,2,18,0,4,2,0,3,2,0,3,1,7,3,4,0,3,3
11264,6,13,23,14,23,20,12,7,25,10,7,4,3,1,2,7,7,2,30,6,1,6,1,1,5,3,0,1,3,2,1,4,31,5,16,4,3,8,0,0,1,5,1,2,4,4,1,5,26,2,4,2,1,0,1,0,3,17,3,2,0,4,1,2,8,0,1,2,4,6,1,0,2,1,4,0,0,4,0,0,0,2,0,0,11,0,1,0,1,0,0,1,0,4,2,0,10,6,1,4,2,3,2,0,3,3,3,0,0,2,1,1,10,8,0,2,13,33,0,0,12,28,13,0,1,0,4,10,27,4,42,15,0,20,0,0,1,3,1,0,0,0,0,0,4,0,0,0,1,0,0,1,0,2,9,1,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,0,0,18,0,0,2,0,0,4,0,0,0,0,1,8,5,4,5,0,0,0,0,1,0,0,0,0,0,0,2,10,0,1,2,0,4,1,0,3,1,5,0,1,0,0,0,37,7,10,3,8,8,3,7,4,1,3,6,4,0,0,2,16,0,7,2,0,4,3,1,1,2,8,2,2,0,3,2
11520,5,14,19,11,22,30,14,6,22,8,7,3,3,1,2,3,12,1,25,3,2,7,1,1,7,3,0,4,1,4,2,3,27,4,19,4,4,4,1,0,1,4,0,3,1,1,1,7,28,3,4,8,1,0,1,0,1,16,3,2,0,5,2,3,5,0,1,2,3,4,1,0,2,1,4,0,0,4,0,0,3,2,0,0,8,0,1,0,0,0,0,1,0,3,3,0,11,6,3,13,3,4,2,0,3,2,3,0,0,1,1,0,8,8,0,0,9,34,0,0,18,27,10,0,1,0,3,10,11,1,50,15,1,21,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,7,1,0,2,0,0,4,0,0,0,0,0,9,5,3,9,0,0,0,0,1,2,2,2,2,2,2,0,10,0,5,1,0,5,2,0,3,1,6,0,1,0,0,0,42,2,15,4,7,5,3,9,4,1,3,5,3,1,1,1,15,0,10,4,0,7,2,1,1,3,8,1,2,2,3,5
